day,facility_id,supplier_id,latitude,longitude,demand,expected_demand,replenishment,stock_before_demand,inventory,estimated_days_of_stock,supplier_disrupted,stockout,stl_residual,modified_z,demand_anomaly
10,F04,S01,20.708072577796045,77.0205844942958,12,13.11,0,74.0,62.0,4.73,False,False,-0.40667565271931316,-0.7454219990299654,False
11,F04,S01,20.708072577796045,77.0205844942958,15,13.11,0,62.0,47.0,3.58,False,False,4.021933270480572,7.211576952814479,True
12,F04,S01,20.708072577796045,77.0205844942958,15,13.11,56,103.0,88.0,6.71,False,False,2.727121552806924,4.8851544442943915,True
13,F04,S01,20.708072577796045,77.0205844942958,6,11.15,0,88.0,82.0,7.36,False,False,-6.4075193365466125,-11.527296788708936,False
14,F04,S01,20.708072577796045,77.0205844942958,13,11.15,0,82.0,69.0,6.19,False,False,1.2218581041067331,2.1806077364530196,False
15,F04,S01,20.708072577796045,77.0205844942958,17,13.11,0,69.0,52.0,3.97,True,False,3.515940106500894,6.302445632969321,True
16,F04,S01,20.708072577796045,77.0205844942958,15,13.11,28,80.0,65.0,4.96,True,False,0.41095340562036853,0.7236337864390295,False
17,F04,S01,20.708072577796045,77.0205844942958,12,13.11,0,65.0,53.0,4.04,True,False,-0.5807852877142459,-1.0582493918266378,False
18,F04,S01,20.708072577796045,77.0205844942958,11,13.11,0,53.0,42.0,3.2,True,False,-0.6856185354935658,-1.2466060648055146,False
19,F04,S01,20.708072577796045,77.0205844942958,14,13.11,0,42.0,28.0,2.14,True,False,0.6768464831829757,1.2013709215436699,False
20,F04,S01,20.708072577796045,77.0205844942958,10,11.15,28,56.0,46.0,4.13,True,False,-3.5831895091250203,-6.45274858041543,False
21,F04,S01,20.708072577796045,77.0205844942958,11,11.15,0,46.0,35.0,3.14,True,False,-0.6619816537863006,-1.2041370533775007,False
22,F04,S01,20.708072577796045,77.0205844942958,13,13.11,0,35.0,22.0,1.68,False,False,-0.0025834288962620633,-0.01937879739064485,False
23,F04,S01,20.708072577796045,77.0205844942958,15,13.11,0,22.0,7.0,0.53,False,False,0.3756410867203055,0.6601872077621352,False
24,F04,S01,20.708072577796045,77.0205844942958,12,13.11,56,63.0,51.0,3.89,False,False,0.36758345954399374,0.6457098555939649,False
25,F04,S01,20.708072577796045,77.0205844942958,12,13.11,0,51.0,39.0,2.97,False,False,0.36013665420763985,0.6323299832043425,False
26,F04,S01,20.708072577796045,77.0205844942958,13,13.11,0,39.0,26.0,1.98,False,False,-0.33338045360294544,-0.6137305734247507,False
27,F04,S01,20.708072577796045,77.0205844942958,14,11.15,0,26.0,12.0,1.08,False,False,0.018194535588024863,0.017953521739370593,False
28,F04,S01,20.708072577796045,77.0205844942958,11,11.15,56,68.0,57.0,5.11,False,False,0.2501506544248997,0.4347152242211803,False
29,F04,S01,20.708072577796045,77.0205844942958,12,13.11,0,57.0,45.0,3.43,False,False,-0.001790166448264685,-0.017953521739370593,False
30,F04,S01,20.708072577796045,77.0205844942958,14,13.11,0,45.0,31.0,2.36,False,False,-0.31925629372694786,-0.5883533212722187,False
1,F05,S02,20.721998772266826,77.93855270901575,7,8.65,0,71.0,64.0,7.4,False,False,0.0013251014847091014,0.008162259866166392,False
2,F05,S02,20.721998772266826,77.93855270901575,10,8.65,0,64.0,54.0,6.24,False,False,-0.010167146091068169,-0.11644932004517067,False
3,F05,S02,20.721998772266826,77.93855270901575,9,8.65,0,54.0,45.0,5.2,False,False,-0.021617723680606105,-0.24060906816416872,False
4,F05,S02,20.721998772266826,77.93855270901575,5,8.65,0,45.0,40.0,4.62,False,False,-0.0007105686574186976,-0.013910713319996841,False
5,F05,S02,20.721998772266826,77.93855270901575,9,8.65,43,83.0,74.0,8.55,False,False,0.00899774362727257,0.09135747935433296,False
6,F05,S02,20.721998772266826,77.93855270901575,8,7.36,0,74.0,66.0,8.97,False,False,0.07093152857186791,0.7629116501939763,False
7,F05,S02,20.721998772266826,77.93855270901575,6,7.36,0,66.0,60.0,8.16,False,False,-0.018375069566475055,-0.20544864809807578,False
8,F05,S02,20.721998772266826,77.93855270901575,9,8.65,0,60.0,51.0,5.89,False,False,1.7005079088444583,18.432569912688482,True
9,F05,S02,20.721998772266826,77.93855270901575,11,8.65,0,51.0,40.0,4.62,False,False,1.4195393055530232,15.385999489386457,True
10,F05,S02,20.721998772266826,77.93855270901575,9,8.65,43,83.0,74.0,8.55,False,False,0.06216427362596377,0.6678474355492001,False
11,F05,S02,20.721998772266826,77.93855270901575,7,8.65,0,74.0,67.0,7.74,False,False,0.3975168918268768,4.304109124646411,True
12,F05,S02,20.721998772266826,77.93855270901575,7,8.65,0,67.0,60.0,6.93,False,False,-2.570885647954672,-27.88257392894997,False
13,F05,S02,20.721998772266826,77.93855270901575,7,7.36,0,60.0,53.0,7.2,False,False,-0.1310571147239985,-1.427271236076036,False
14,F05,S02,20.721998772266826,77.93855270901575,7,7.36,0,53.0,46.0,6.25,False,False,0.06901889831131136,0.7421728106429963,False
15,F05,S02,20.721998772266826,77.93855270901575,8,8.65,21,67.0,59.0,6.82,True,False,0.5899950465490242,6.391168840354229,True
16,F05,S02,20.721998772266826,77.93855270901575,9,8.65,0,59.0,50.0,5.78,True,False,0.05357979843235228,0.5747651198809999,False
17,F05,S02,20.721998772266826,77.93855270901575,8,8.65,0,50.0,42.0,4.85,True,False,-0.6162910204847591,-6.688710586794833,False
18,F05,S02,20.721998772266826,77.93855270901575,8,8.65,0,42.0,34.0,3.93,True,False,0.06339133322567037,0.6811525644507997,False
19,F05,S02,20.721998772266826,77.93855270901575,9,8.65,0,34.0,25.0,2.89,True,False,-0.8646548703327941,-9.381744435774761,False
20,F05,S02,20.721998772266826,77.93855270901575,6,7.36,21,46.0,40.0,5.44,True,False,-0.06232209560729984,-0.681970608771331,False
21,F05,S02,20.721998772266826,77.93855270901575,7,7.36,0,40.0,33.0,4.49,True,False,-0.5006301969376654,-5.434588809395259,False
22,F05,S02,20.721998772266826,77.93855270901575,8,8.65,0,33.0,25.0,2.89,False,False,0.7949383910280341,8.613389844509333,True
23,F05,S02,20.721998772266826,77.93855270901575,9,8.65,0,25.0,16.0,1.85,False,False,1.0356582217914392,11.223538836656223,True
24,F05,S02,20.721998772266826,77.93855270901575,8,8.65,0,16.0,8.0,0.92,False,False,-0.004729155336950619,-0.057484647125826634,False
25,F05,S02,20.721998772266826,77.93855270901575,9,8.65,43,51.0,42.0,4.85,False,False,-0.028498551091725943,-0.3152185620114927,False
26,F05,S02,20.721998772266826,77.93855270901575,10,8.65,0,42.0,32.0,3.7,False,False,0.0012311097535331328,0.00714309820582016,False
27,F05,S02,20.721998772266826,77.93855270901575,5,7.36,0,32.0,27.0,3.67,False,False,0.05160384688027708,0.5533396812878277,False
28,F05,S02,20.721998772266826,77.93855270901575,8,7.36,0,27.0,19.0,2.58,False,False,-0.00779644593633666,-0.09074358321438679,False
29,F05,S02,20.721998772266826,77.93855270901575,7,8.65,0,19.0,12.0,1.39,False,False,-8.642836126782072e-05,-0.00714309820582016,False
30,F05,S02,20.721998772266826,77.93855270901575,7,8.65,43,55.0,48.0,5.55,False,False,-0.013962900073097195,-0.1576070568182923,False
1,F06,S03,20.1818249672071,77.18340450985343,12,12.16,0,155.0,143.0,11.76,False,False,0.053641319036442425,0.1664706286075542,False
2,F06,S03,20.1818249672071,77.18340450985343,11,12.16,25,168.0,157.0,12.91,False,False,0.01058248136783213,-0.016187203727784906,False
3,F06,S03,20.1818249672071,77.18340450985343,11,12.16,0,157.0,146.0,12.01,False,False,-0.15307918707836166,-0.7104485264517697,False
4,F06,S03,20.1818249672071,77.18340450985343,10,12.16,25,171.0,161.0,13.24,False,False,-0.027343597597663916,-0.1770716062778919,False
5,F06,S03,20.1818249672071,77.18340450985343,13,12.16,0,161.0,148.0,12.17,False,False,0.008927848089525625,-0.02320624428460207,False
6,F06,S03,20.1818249672071,77.18340450985343,11,10.33,25,173.0,162.0,15.68,False,False,0.15506156312709685,0.5967005870447443,False
7,F06,S03,20.1818249672071,77.18340450985343,10,10.33,0,162.0,152.0,14.71,False,False,0.01821426116847924,0.016187203727784906,False
8,F06,S03,20.1818249672071,77.18340450985343,8,12.16,25,177.0,169.0,13.9,False,False,-3.806737760955956,-16.209458516784537,False
9,F06,S03,20.1818249672071,77.18340450985343,16,12.16,0,169.0,153.0,12.58,False,False,4.6861553170705825,19.81783631702422,True
10,F06,S03,20.1818249672071,77.18340450985343,12,12.16,25,178.0,166.0,13.65,False,False,0.3681197939352021,1.5005047003866385,False
11,F06,S03,20.1818249672071,77.18340450985343,13,12.16,0,166.0,153.0,12.58,False,False,3.5103939209155914,14.830195228844007,True
12,F06,S03,20.1818249672071,77.18340450985343,9,12.16,25,178.0,169.0,13.9,False,False,-3.251366948031741,-13.853546598962295,False
13,F06,S03,20.1818249672071,77.18340450985343,10,10.33,0,169.0,159.0,15.39,False,False,-0.3269593288397097,-1.4480571452613438,False
14,F06,S03,20.1818249672071,77.18340450985343,10,10.33,25,184.0,174.0,16.84,False,False,0.03273523682380741,0.07778593885876221,False
15,F06,S03,20.1818249672071,77.18340450985343,11,12.16,0,174.0,163.0,13.41,True,False,-0.13613053784583684,-0.6385514735482303,False
16,F06,S03,20.1818249672071,77.18340450985343,13,12.16,12,175.0,162.0,13.33,True,False,1.7525858135752514,7.373481672863939,True
17,F06,S03,20.1818249672071,77.18340450985343,14,12.16,0,162.0,148.0,12.17,True,False,2.2486654237065355,9.477877219945714,True
18,F06,S03,20.1818249672071,77.18340450985343,9,12.16,12,160.0,151.0,12.42,True,False,0.2741213575667967,1.1017584369109577,False
19,F06,S03,20.1818249672071,77.18340450985343,13,12.16,0,151.0,138.0,11.35,True,False,1.5158684010458163,6.369314078247762,True
20,F06,S03,20.1818249672071,77.18340450985343,10,10.33,12,150.0,140.0,13.55,True,False,0.02447290606625785,0.0427367013984629,False
21,F06,S03,20.1818249672071,77.18340450985343,10,10.33,0,140.0,130.0,12.58,True,False,-0.2665476242433389,-1.1917875475034798,False
22,F06,S03,20.1818249672071,77.18340450985343,9,12.16,25,155.0,146.0,12.01,False,False,-1.8784032326650824,-8.029363000370482,False
23,F06,S03,20.1818249672071,77.18340450985343,14,12.16,0,146.0,132.0,10.86,False,False,2.5506602958578206,10.758955198596174,True
24,F06,S03,20.1818249672071,77.18340450985343,12,12.16,25,157.0,145.0,11.93,False,False,-0.053485358397585614,-0.28796631732169675,False
25,F06,S03,20.1818249672071,77.18340450985343,8,12.16,0,145.0,137.0,11.27,False,False,-0.1593013990311576,-0.7368434736720304,False
26,F06,S03,20.1818249672071,77.18340450985343,11,12.16,25,162.0,151.0,12.42,False,False,-0.013042131661599399,-0.11640404281034447,False
27,F06,S03,20.1818249672071,77.18340450985343,10,10.33,0,151.0,141.0,13.64,False,False,0.0034866916095506184,-0.046287913503791085,False
28,F06,S03,20.1818249672071,77.18340450985343,11,10.33,25,166.0,155.0,15.0,False,False,0.10641862345116415,0.39035470311714204,False
29,F06,S03,20.1818249672071,77.18340450985343,11,12.16,0,155.0,144.0,11.84,False,False,0.025361800541672253,0.04650743806589542,False
30,F06,S03,20.1818249672071,77.18340450985343,12,12.16,25,169.0,157.0,12.91,False,False,-0.018206174822683607,-0.13831018289590002,False
1,F07,S01,20.61165316048828,77.00706630521972,11,13.48,0,168.0,157.0,11.64,False,False,0.0029616954458671074,0.5978708213989973,False
2,F07,S01,20.61165316048828,77.00706630521972,12,13.48,0,157.0,145.0,10.75,False,False,0.001715192076671812,0.3114761224913808,False
3,F07,S01,20.61165316048828,77.00706630521972,13,13.48,0,145.0,132.0,9.79,False,False,0.00037581891344196094,0.0037438023968199906,False
4,F07,S01,20.61165316048828,77.00706630521972,9,13.48,55,187.0,178.0,13.2,False,False,-0.0008571992560746367,-0.27955255775204696,False
5,F07,S01,20.61165316048828,77.00706630521972,10,13.48,0,178.0,168.0,12.46,False,False,-0.005184075081709594,-1.2736888993917446,False
6,F07,S01,20.61165316048828,77.00706630521972,8,11.46,0,168.0,160.0,13.96,False,False,-0.0029096878285379546,-0.7511291786010027,False
7,F07,S01,20.61165316048828,77.00706630521972,9,11.46,0,160.0,151.0,13.17,False,False,-0.005562054881806944,-1.3605329575124423,False
8,F07,S01,20.61165316048828,77.00706630521972,16,13.48,55,206.0,190.0,14.09,False,False,4.016963645381507,922.8487914976446,True
9,F07,S01,20.61165316048828,77.00706630521972,11,13.48,0,190.0,179.0,13.28,False,False,-0.48526034527984585,-111.57527512362073,False
10,F07,S01,20.61165316048828,77.00706630521972,11,13.48,0,179.0,168.0,12.46,False,False,-3.655630142544119,-839.9945686065297,False
11,F07,S01,20.61165316048828,77.00706630521972,15,13.48,0,168.0,153.0,11.35,False,False,5.0082294546191015,1150.6005007908882,True
12,F07,S01,20.61165316048828,77.00706630521972,12,13.48,55,208.0,196.0,14.54,False,False,0.0011710542391849543,0.18645584899473186,False
13,F07,S01,20.61165316048828,77.00706630521972,12,11.46,0,196.0,184.0,16.05,False,False,2.6693472971708943,613.2225298872024,True
14,F07,S01,20.61165316048828,77.00706630521972,10,11.46,0,184.0,174.0,15.18,False,False,1.2434497875801753e-14,-0.08260377372318771,False
15,F07,S01,20.61165316048828,77.00706630521972,9,13.48,0,174.0,165.0,12.24,True,False,-3.827288059189705,-879.4344277900302,False
16,F07,S01,20.61165316048828,77.00706630521972,14,13.48,27,192.0,178.0,13.2,True,False,3.342019628910098,767.7746912955606,True
17,F07,S01,20.61165316048828,77.00706630521972,10,13.48,0,178.0,168.0,12.46,True,False,-5.880407436259776,-1351.1559813362294,False
18,F07,S01,20.61165316048828,77.00706630521972,12,13.48,0,168.0,156.0,11.57,True,False,1.5530893208194154,356.7528123229494,True
19,F07,S01,20.61165316048828,77.00706630521972,12,13.48,0,156.0,144.0,10.68,True,False,-1.3299174136096639,-305.64238536390434,False
20,F07,S01,20.61165316048828,77.00706630521972,11,11.46,27,171.0,160.0,13.96,True,False,1.214649439224571,278.9933851260072,True
21,F07,S01,20.61165316048828,77.00706630521972,10,11.46,0,160.0,150.0,13.09,True,False,-0.00213528688980702,-0.5732040087518439,False
